76	-4.895e-05	-2.286e-08	2.821e-02	4.969e+00	2.519e-03	1.237e+01	9.983e-01	-3.870e-01	3.783e+01
77	-1.488e-04	5.760e-08	3.026e-02	4.861e+00	2.579e-03	1.092e+01	9.956e-01	-4.393e-01	1.248e+01
78	-1.027e-04	2.336e-08	2.722e-02	4.576e+00	1.626e-03	9.830e+00	9.954e-01	-4.347e-01	1.263e+01
79	-4.278e-05	-2.664e-08	2.494e-02	4.352e+00	-7.813e-07	-9.021e+00	9.478e-01	-1.100e+00	-1.295e+01
80	-2.557e-04	1.265e-07	3.189e-02	4.558e+00	-9.565e-05	-3.286e+00	4.920e-01	-5.381e+00	-5.901e+00
81	-7.098e-05	5.439e-09	2.371e-02	3.945e+00	9.153e-05	-5.026e+00	2.210e-01	-8.591e+00	-5.621e-02
82	-1.143e-04	3.228e-08	2.530e-02	3.939e+00	-2.001e-04	-4.590e+00	1.759e-01	-1.052e+01	3.104e+00
83	-1.895e-05	-4.816e-08	2.249e-02	3.641e+00	-1.259e-05	-4.992e+00	9.787e-01	-7.329e-01	2.160e+00
84	1.370e-04	-1.503e-07	2.040e-02	3.482e+00	-4.136e-03	3.065e+01	9.998e-01	-3.530e-01	9.100e+00
85	2.154e-04	-2.676e-07	2.117e-02	3.698e+00	-1.036e-02	1.887e+01	1.000e+00	-3.370e-01	3.309e+00
86	-7.300e-04	5.375e-07	4.329e-02	3.907e+00	3.152e-03	1.051e+00	2.893e-01	-6.118e+00	-5.791e-01
87	4.102e-05	-5.003e-08	1.967e-02	2.900e+00	2.401e-03	1.743e+01	9.683e-01	-7.324e-01	4.706e+00
88	-1.022e-04	1.486e-08	2.474e-02	3.148e+00	-2.388e-03	3.931e+00	3.439e-01	-4.958e+00	1.464e+01
89	-1.146e-04	2.322e-08	2.495e-02	3.070e+00	-2.624e-03	3.817e+00	3.720e-01	-4.506e+00	2.018e+00
90	-2.164e-04	1.138e-07	2.610e-02	2.975e+00	-2.449e-03	3.434e+00	4.243e-01	-3.825e+00	1.952e+00
91	-1.648e-04	6.655e-08	2.496e-02	2.873e+00	-7.087e-05	-4.039e+00	5.707e-01	-5.835e+00	-6.273e+00
92	9.309e-04	-7.636e-07	3.979e-02	5.967e+00	-1.319e-03	-8.810e-01	8.498e-01	-1.813e+00	-5.036e-01
93	4.583e-04	-3.712e-07	3.995e-02	4.310e+00	-5.650e-03	2.561e+00	3.357e-01	-4.846e+00	2.008e+00
94	4.697e-04	-3.735e-07	4.037e-02	4.265e+00	5.618e-03	2.467e+00	3.493e-01	-4.619e+00	-1.166e+00
95	4.820e-04	-3.848e-07	4.061e-02	4.202e+00	1.130e-02	1.015e+01	6.044e-02	-2.582e+01	2.097e+01
96	4.830e-04	-3.837e-07	4.109e-02	4.146e+00	-5.051e-03	2.738e+01	-1.258e+00	-5.775e+00	2.062e+01
97	4.955e-04	-3.870e-07	4.162e-02	4.113e+00	5.018e-03	2.721e+01	-9.652e-01	-1.074e+01	1.096e+01
98	5.060e-04	-3.953e-07	4.219e-02	4.076e+00	3.836e-03	-6.679e-01	-9.847e-01	-1.190e+01	6.179e+00
99	5.228e-04	-4.119e-07	4.253e-02	4.026e+00	-1.513e-02	3.377e+02	-1.274e+00	-6.563e+00	1.742e+01
100	5.227e-04	-4.085e-07	4.244e-02	3.952e+00	-2.118e-02	3.399e+02	-4.189e-01	-6.116e+00	2.269e+01
101	5.413e-04	-4.158e-07	4.369e-02	3.947e+00	-3.653e-01	8.987e+02	4.293e-01	-7.326e+00	-9.633e+00
102	5.535e-04	-4.210e-07	4.421e-02	3.903e+00	-1.233e-02	9.025e+00	5.011e-02	-3.066e+01	-7.396e-01
103	5.600e-04	-4.312e-07	4.463e-02	3.848e+00	-1.260e-02	8.837e+00	4.790e-02	-3.209e+01	-6.863e-01
104	5.743e-04	-4.496e-07	4.518e-02	3.802e+00	-5.438e-03	1.558e+00	8.858e-01	-9.817e-01	-5.088e+00
105	8.192e-04	-6.238e-07	5.879e-02	4.530e+00	-2.097e-02	3.426e+02	-1.437e+00	-8.942e+00	1.732e+01
106	5.902e-04	-4.611e-07	4.672e-02	3.726e+00	-5.411e-03	1.378e+00	8.965e-01	-9.379e-01	-5.028e+00
107	5.990e-04	-4.668e-07	4.748e-02	3.688e+00	-5.429e-03	1.301e+00	9.034e-01	-9.097e-01	-4.998e+00
108	6.118e-04	-4.778e-07	4.805e-02	3.637e+00	-5.413e-03	1.228e+00	9.089e-01	-8.882e-01	-4.967e+00
109	6.237e-04	-4.886e-07	4.867e-02	3.586e+00	-5.400e-03	1.159e+00	9.137e-01	-8.689e-01	-4.937e+00
110	6.349e-04	-5.008e-07	4.943e-02	3.545e+00	-1.493e-02	8.146e+00	4.101e-02	-3.754e+01	-5.238e-01
111	6.395e-04	-5.053e-07	5.041e-02	3.512e+00	-4.902e-03	6.968e-01	3.738e-01	-4.036e+00	-3.969e+00
112	6.489e-04	-5.126e-07	5.124e-02	3.469e+00	-4.952e-03	5.688e-01	3.487e-01	-4.388e+00	-3.870e+00
113	6.642e-04	-5.299e-07	5.186e-02	3.406e+00	-4.987e-03	4.280e-01	3.242e-01	-4.787e+00	-3.770e+00
114	6.738e-04	-5.425e-07	5.238e-02	3.342e+00	-5.066e-03	3.090e-01	3.048e-01	-5.153e+00	-3.691e+00
115	6.908e-04	-5.646e-07	5.294e-02	3.277e+00	-1.720e-02	8.007e+00	4.223e-02	-3.631e+01	-5.273e-01
116	7.101e-04	-5.853e-07	5.382e-02	3.224e+00	-1.767e-02	8.011e+00	4.346e-02	-3.520e+01	-5.449e-01
117	7.153e-04	-5.885e-07	5.462e-02	3.171e+00	-1.828e-02	8.019e+00	4.447e-02	-3.434e+01	-5.593e-01
118	7.287e-04	-6.006e-07	5.540e-02	3.116e+00	-1.895e-02	7.953e+00	4.466e-02	-3.419e+01	-5.555e-01
119	7.381e-04	-6.159e-07	5.640e-02	3.069e+00	-2.044e-02	8.176e+00	4.809e-02	-3.179e+01	4.337e+01
120	7.513e-04	-6.362e-07	5.728e-02	3.013e+00	-2.097e-02	8.159e+00	5.008e-02	-3.044e+01	-6.434e-01
